anunciante,area_privativa,area_total,atualizacao,bairro,banheiros,cidade,cod_imovel,creci,data_publicacao,dce,endereco,garagem,idade_imovel,quartos,suites,url,valor_condominio,valor_imovel,valor_mt2
PCM Corretor Paulo Cesar,69,69,2022-03-30,Asa Sul,1,Brasília,2959142102,25666,,,SQS 414 BLOCO O,,6,3,,/propriedades/lindo-apartamento-reformado-3-quartos-vazado-2959142102.html,,650.000,
CBL IMÓVEIS,105,105,2022-06-28,Asa Sul,3,Brasília,2963386386,CJ 10075,,,QUADRA SQS 307,1,,3,1,/propriedades/corretor-responsavel-gustavo-9-99748667-2963386386.html,850,1.150.000,
Rosália Alencar ,158,257,2022-06-27,Asa Sul,3,Brasília,2964122050,25.116,,,SQS 316 0,1,30,3,1,/propriedades/sqs-316.-3-quartos.1-suite.-vazado.-canto.-vista-livre-2964122050.html,1170,2.090.000,
LUCIANA RIBEIRO ,105,105,2022-04-27,Asa Sul,1,Brasília,2960043117,,,,SQS 307,1,12,3,,/propriedades/sqs-307-3-quartos-vazado-1-vaga-coberta.-2960043117.html,800,1.200.000,
GLOBAL PRIME IMOVEIS,42,42,2022-06-14,Asa Sul,1,Brasília,2929671718,19962,,,SCES Trecho 4,1,10,1,1,/propriedades/sces-trecho-4-brisas-do-lago-2929671718.html,800,650.000,
Mafra Assessoria Imobiliária,56,56,2022-06-08,Asa Sul,2,Brasília,2962194494,21567,,,SQS 411 Sul terreo,,40,2,1,/propriedades/apartamento-jk-411-sul-super-reformado-porteira-2962194494.html,300,530.000,
TRK,60,200000,2022-05-19,Asa Sul,1,Brasília,2940170218,22784pj,,,QD Shs Quadra 6,,,1,,/propriedades/convenhamos-tem-flat-cuidando-melhor-de-voce-do-que-2940170218.html,2280,800.000,
Roberto de Azevedo Dantas,263,402,2022-06-29,Asa Sul,5,Brasília,2966573614,,,,SQS 302 bloco C 6° andar,2,40,4,2,/propriedades/amplo-apto-6-andar-na-sqs-302-bl.-c-ed.-versailles-2966573614.html,2200,3.100.000,
FEDERAL ADMINISTRADORA DE PROPRIEDADES,101,101,2022-07-01,Asa Sul,3,Brasília,2966055504,22838,,,QUADRA SQS 210,1,,3,1,/propriedades/vista-livre-ampla-area-verde-suite-closet-2966055504.html,930,1.250.000,
Priscilla Barreto Imóveis - Rede Prime,85,85,2022-06-04,Asa Sul,,Brasília,2965879414,20677,,,QUADRA SQS 415 BLOCO R,,,3,,/propriedades/asa-sul-3-quartos-2965879414.html,,730.000,
UNIQUE IMOB NETIMÓVEIS,41,41,2022-05-16,Asa Sul,1,Brasília,2965365790,14.999,,,SHS Quadra 6,,21,1,1,/propriedades/shs-qd-06-melia-confort-suites-melia-brasil-21-2965365790.html,,315.000,
ABADIA BAIAO IMOVEIS,196,210,2022-06-27,Asa Sul,3,Brasília,2961599463,9996,,,SQS 302,1,13,4,1,/propriedades/sqs-302-quarto-quartos-suite-reformado-nascente-2961599463.html,,2.000.000,
 M CIDA ARAÚJO,26,26,2022-06-30,Asa Sul,1,Brasília,2966055698,10602,,,SEPS 713/913,1,8,1,1,/propriedades/ses-p-713-913-oportunidade-andar-alto-plantao-98429-2966055698.html,275,349.000,
SIMONE LOPES,81,81,2022-06-22,Asa Sul,2,Brasília,2966481451,26049,,,SQS 404,,50,3,,/propriedades/sqs-404-excelente-apartamento-vista-livre-1-andar-2966481451.html,,760.000,
LUCIANA RIBEIRO ,168,168,2022-04-27,Asa Sul,2,Brasília,2959971615,,,,SQS 216,,7,3,1,/propriedades/maravilhoso-apt-sqs-216-vazado-e-vista-livre-2959971615.html,,1.970.000,
Vando Ferreira - Corretor de Imóveis,110,110,2022-06-17,Asa Sul,3,Brasília,2965174696,16264-DF  32750-GO,,,SQS 303 Asa Sul,1,20,,1,/propriedades/apartamento-3-quartos-a-venda-na-asa-sul-2965174696.html,1040,1.298.000,
Nogueira Imóveis  ,110,120,2022-07-01,Asa Sul,3,Brasília,2965074830,18449,,,SQS 303 LOCALIZAÇÃO PRIVILEGIADA ,1,1,3,1,/propriedades/apartamento-asa-sul-sqs-303-excelente-vazado-2965074830.html,,1.300.000,
LAMARTINE IMÓVEIS,178,178,2022-06-23,Asa Sul,3,Brasília,2966522072,9451,,,SQS 106,,1,4,2,/propriedades/imperdivel!-apto-4-quartos-andar-alto-ac-financ-e-2966522072.html,,1.649.000,
SIMONE LOPES,160,160,2022-05-18,Asa Sul,3,Brasília,2964611477,26049,,,SQS 215 BL I,1,20,3,1,/propriedades/sqs-215-reformado-v-azado-vista-livre-2964611477.html,,1.790.000,
Conexão Brasília Imóveis,105,105,2022-07-02,Asa Sul,2,Brasília,2961998436,24791 J,,,Quadra SQS 416,,,3,,/propriedades/3-quartos-canto-vazado-reformado-1o-andar-2961998436.html,780,990.000,
REQUINTE IMOBILIARIA,28,28,2022-06-30,Asa Sul,1,Brasília,2964225400,1871,,,"SEPS 712/912, BLOCO A2 - 117",1,20,1,1,/propriedades/seps-712-912-ed.-grand-ville-01-quarto-suite-2964225400.html,290,250.000,
REMAX Piloto,169,169,2022-06-14,Asa Sul,4,Brasília,2960068637,26291,,, Quadra SQS 102 Bloco H Segundo andar,1,46,4,1,/propriedades/quadra-sqs-102-bloco-h-aceita-financiamento-2960068637.html,,1.750.000,
Nogueira Imóveis  ,155,170,2022-07-01,Asa Sul,4,Brasília,2966439560,18449,,,SQS 307 LOCALIZAÇÃO PRIVILEGIADA ,2,1,4,1,/propriedades/apartamento-asa-sul-sqs-307-vazado-nascente-c-2966439560.html,,1.800.000,
AURIVAN LIMA IMOVEIS ,104,104,2022-06-21,Asa Sul,3,Brasília,2963941232,11246,,,SQS 112  2 ANDAR,,45,3,1,/propriedades/sqs-112-predio-reformado-3-qtos-104-m-sup2--2963941232.html,912,1.250.000,
RJR IMÓVEIS NETIMÓVEIS,35,70,2022-05-18,Asa Sul,1,Brasília,2954742407,16506-DF,,,Brasil XXI,,,1,1,/propriedades/brasil-xxi-2954742407.html,2000,365.000,
LUCIANO LAGES CORRETOR DE IMOVEIS,174,195,2022-06-27,Asa Sul,3,Brasília,2965843038,12602,,,SQS 315 BLOCO K 1 ANDAR,1,40,4,1,/propriedades/sqs-315-apartamento-1-andar-174-m-04-quartos-01-2965843038.html,1350,2.100.000,
CBL IMÓVEIS,30,30,2022-06-21,Asa Sul,1,Brasília,2965492309,CJ 10075,,,QUADRA SEPS 712/912,1,,1,1,/propriedades/apartamento-asa-sul-2965492309.html,350,240.000,
SIMONE LOPES,105,105,2022-06-26,Asa Sul,3,Brasília,2966604788,26049,,,SQS 210,1,25,3,1,/propriedades/sqs-210-nascente-vazado-vista-livre-andar-alto-2966604788.html,930,1.250.000,
Patricia Araujo Corretora de imovéis,154,154,2022-06-28,Asa Sul,2,Brasília,2965014899,10631,,,SQS 306 BLOCO K 5º ANDAR ,,44,3,1,/propriedades/sqs-306-apartamento-com-154-m-sup2--03-quartos-2965014899.html,1253,1.670.000,
PAULO ALENCAR IMOVEIS,25,25,2022-06-07,Asa Sul,1,Brasília,2948858740,CJ 6131,,,SEPS 713/913 BLOCO C,1,,1,,/propriedades/apartamento-asa-sul-2948858740.html,,330.000,
SIMONE LOPES,70,70,2022-06-22,Asa Sul,2,Brasília,2963837289,26049,,,SQS 312,,30,2,,/propriedades/sqs-312-de-canto-nascente-vista-livre-2963837289.html,,765.000,
Ariete Ribas,110,110,2022-06-30,Asa Sul,3,Brasília,2966718109,25093,,,SQS 303,1,,3,1,/propriedades/apartamento-a-venda-na-asa-sul-2966718109.html,1200,1.375.000,
IMOBILIÁRIA NOBLE,42,42,2022-04-06,Asa Sul,1,Brasília,2963408009,23545 J,,,SCES Trecho 4 SETOR DE CLUBES,1,10,1,,/propriedades/lake-view-apto-de-1-quarto-na-beira-do-lago-ligue-2963408009.html,815,605.000,
Guerri Investimentos Imobiliarios,175,175,2022-06-14,Asa Sul,4,Brasília,2964238420,,,,SQS 207 ASA SUL,1,1,3,1,/propriedades/otimo-apartamento-de-175-m-sup2--na-famosa-quadra-207-2964238420.html,,1.870.000,
Adriano Gama,240,240,2022-06-11,Asa Sul,4,Brasília,2966193759,27683,,,Apartamento de 240 m² na Asa Sul,2,,4,2,/propriedades/excelente-apartamento-de-4-quartos-de-240-m-sup2-2966193759.html,,3.500.000,
Nogueira Imóveis  ,162,180,2022-07-01,Asa Sul,3,Brasília,2966424755,18449,,,SQS 216 LOCALIZAÇÃO PRIVILEGIADA ,1,1,3,1,/propriedades/apartamento-asa-sul-sqs-216-vazado-sexto-andar-2966424755.html,,1.950.000,
SIMONE LOPES,162,162,2022-06-24,Asa Sul,3,Brasília,2966239504,26049,,,SQS 216,1,30,3,1,/propriedades/sqs-216-vazado-vista-livre-varanda-andar-alto-2966239504.html,1540,1.950.000,
BRASILIS NETIMÓVEIS,149,149,2022-06-18,Asa Sul,4,Brasília,2965970841,23.649 PJ,,,SQS 311 Bloco H,1,,3,3,/propriedades/apartamento-a-venda-na-asa-sul-2965970841.html,1200,1.790.000,
Nogueira Imóveis  ,120,140,2022-07-01,Asa Sul,3,Brasília,2964957323,18449,,,SQS 211 LOCALIZAÇÃO PRIVILEGIADA ,1,1,3,1,/propriedades/apartamento-asa-sul-sqs-211-planejado-andar-2964957323.html,,1.750.000,
AMRBRASIL ASSESSORIA IMOBILIÁRIA,37,37,2022-05-30,Asa Sul,1,Brasília,2941072522,9760,,,SHS QUADRA 6 CONJUNTO A,,6,1,,/propriedades/flat-melia-brasil-21-2941072522.html,1,540.000,
CBL IMÓVEIS,163,163,2022-06-23,Asa Sul,4,Brasília,2963386388,CJ 10075,,,QUADRA SQS 207 BLOCO C,1,,3,2,/propriedades/sqs-207-bloco-c-exclusividade-rhayane-99954-5921-2963386388.html,,2.100.000,
SMART IMOB ,157,157,2022-07-02,Asa Sul,2,Brasília,2966336130,24786,,,Quadra SQS 310 0,1,,3,,/propriedades/sqs-310-3-quartos-vaga-de-garagem-dce-2966336130.html,1390,1.700.000,
ATALAIA Empreendimentos Imobiliários,27,27,2022-07-02,Asa Sul,1,Brasília,2963195134,17841,,,Quadra SEPS 713/913 1,2,3,1,1,/propriedades/residencial-golden-place-a-venda-kitnet-1-suite-2963195134.html,295,367.000,
Moni Netimóveis,25,25,2022-06-23,Asa Sul,1,Brasília,2943698556,17097,,,SEPS 713-913 Golden Place Mobiliado 1 vaga,1,,1,,/propriedades/seps-713-913-golden-place-mobiliado-1-vaga-2943698556.html,265,319.000,
RBM Imobiliária,105,105,2022-07-02,Asa Sul,2,Brasília,2965161657,16892,,,Quadra SQS 307 Bloco E 0,,35,3,1,/propriedades/apartamento-de-03-quartos-na-asa-sul-sqs-307-2965161657.html,900,1.230.000,
COEMI IMÓVEIS.,44,44,2022-07-02,Asa Sul,1,Brasília,2966200554,3545,,,Quadra SQS 205 2050,,22,1,,/propriedades/sqs-205-apartamento-mobiliado-de-1-quarto-a-venda-2966200554.html,450,620.000,
ATALAIA Empreendimentos Imobiliários,120,120,2022-07-02,Asa Sul,2,Brasília,2964710318,17841,,,Quadra SQS 211 1,1,3,2,1,/propriedades/apartamento-na-sqs-211-a-venda-2-quartos-armarios-2964710318.html,1200,1.760.000,
JULIANO ,69,87,2022-06-17,Asa Sul,2,Brasília,2966105416,23020CJ,,,SQS 310 | 2QTOS ORIGINAL - 98243 8383,,1,2,,/propriedades/sqs-310-2qtos-original-98243-8383-2966105416.html,635,670.000,
Bordalo Imob,100,140,2022-07-02,Asa Sul,2,Brasília,2959277243,23764,,,Quadra SQS 210,1,61,3,1,/propriedades/asa-sul-sqs-210-apartamento-com-100-m-sup2--3-2959277243.html,930,1.250.000,
Ferola Sede Asa Sul 11,100,100,2022-06-20,Asa Sul,3,Brasília,2955858209,CJ 11476,,,sqs 204 1,1,30,3,2,/propriedades/sqs-204!-3-quartos-impecavel!-99100-4499-2955858209.html,1013,1.345.000,
Coelho Imóveis Consultoria Prime,232,232,2022-06-09,Asa Sul,4,Brasília,2966096333,CJ 25138,,,SQS 314,2,10,4,1,/propriedades/apartamento-4-quartos-desocupado-na-asa-sul-sqs-314-2966096333.html,,3.000.000,
DF4  imoveis & consultoria,100,100,2022-03-05,Asa Sul,2,Brasília,2960709209,CJ -  25.347,,,QUADRA SQS 409 BLOCO R,,,3,,/propriedades/oportunidade.-sqs-409-apto-100-m-sup2-.-3quartos.-2960709209.html,410,695.000,
Ferola Filial Noroeste 5,150,200,2022-06-20,Asa Sul,5,Brasília,2964250101,CJ 11476,,,SQS 311,1,30,4,3,/propriedades/sqs-311-3-suites-reformado-raridade-oportunidade-2964250101.html,1200,1.800.000,
GILSON LIMA,60,60,2022-06-22,Asa Sul,1,Brasília,2966483603,12604,,,SQS 410 Asa Sul,,25,2,,/propriedades/sqs-410-asa-sul-60-m-sup2--2-quartos-reformado-2966483603.html,350,595.000,
RBM Imobiliária,110,110,2022-07-02,Asa Sul,2,Brasília,2964892271,16892,,,Quadra SQS 303 Bloco C 0,1,11,3,1,/propriedades/apartamento-de-03-quartos-sendo-01-suite-na-303-sul-2964892271.html,900,1.278.000,
Ferola Sede Asa Sul 4,75,75,2022-06-20,Asa Sul,2,Brasília,2961737274,CJ 11476,,,SQS 307 ASA SUL ,1,45,2,,/propriedades/sqs-307-amplo-elevador-vista-livre-98122-2054-2961737274.html,,790.000,
Victor Guirelli ,66,66,2022-05-20,Asa Sul,2,Brasília,2965500261,Creci 25937/DF,,,SQS 410,,25,2,,/propriedades/02-quartos-sqs-410-asa-sul-vazado-2965500261.html,430,530.000,
ADRIANO AS,110,110,2022-05-04,Asa Sul,3,Brasília,2961973563,Creci 25937/DF,,,70336030,1,30,3,1,/propriedades/sqs-303-apartamento-de-110-m-sup2-2961973563.html,900,1.330.000,
GM IMOVEIS,80,80,2022-03-16,Asa Sul,2,Brasília,2961600425,23202,,,SQS 416,,30,2,,/propriedades/apartamento-2-quartos-amplos-asa-sul-aceita-2961600425.html,490,695.000,
DALEPRANE INTELIGENCIA IMOBILIÁRIA,220,340,2022-03-16,Asa Sul,5,Brasília,2954875319,Creci 25937/DF,,,SQS 302 2,1,35,5,2,/propriedades/sqs-302-raridade-mansao-suspensa!-2954875319.html,1900,2.250.000,
COEMI IMÓVEIS.,48,48,2022-07-02,Asa Sul,1,Brasília,2964243982,3545,,,Trecho SCES Trecho 4 400,1,22,1,,/propriedades/brisas-do-lago-flat-a-venda-mobiliado-1-quarto-2964243982.html,980,625.000,
Ferola Sede Asa Sul 4,86,86,2022-06-29,Asa Sul,2,Brasília,2965777696,CJ 11476,,,SQS 206  Asa Sul,,40,2,,/propriedades/sqs-206-nascente-vazado-vista-livre!-9-8122-2054-2965777696.html,,990.000,
MESTRA IMOBILIÁRIA,35,35,2022-06-14,Asa Sul,1,Brasília,2964432200,25365,,,QUADRA CRS 516 BLOCO C,,,1,,/propriedades/vendo-excelente-apt.-1qt-36-m-sup2--otima-2964432200.html,,280.000,
MESTRA IMOBILIÁRIA,67,67,2022-06-08,Asa Sul,2,Brasília,2964388382,25365,,,SQS 409 BLOCO S,,2,2,,/propriedades/vendo-apartamento-2-quartos-na-sqs-409!-2964388382.html,,570.000,
MALBECK (Thainá),113,113,2022-06-15,Asa Sul,3,Brasília,2955416417,25254,,,SQS 102,1,20,3,1,/propriedades/sqs-102-113-m-sup2--3-quartos-canto-vazado-2955416417.html,1050,1.360.000,
Ferola Filial Noroeste 5,67,129,2022-06-20,Asa Sul,2,Brasília,2962757372,CJ 11476,,,SQS 411,1,15,3,1,/propriedades/sqs-411-reformado-3qts-suite-elevador-vaga-coberta-2962757372.html,945,790.000,
JMD CONSULTORIA IMOBILIÁRIA,60,60,2022-07-02,Asa Sul,1,Brasília,2966308003,,,,SQS 410,,30,2,,/propriedades/sqs-410-60-m-sup2--2qtos-2966308003.html,380,610.000,
Ferola Filial Noroeste 4,48,48,2022-06-20,Asa Sul,,Brasília,2943599715,CJ 11476,,,St. de Clubes Esportivos Sul Trecho 4 Lote 5,1,5,1,1,/propriedades/brisas-do-lago-mobiliado-e-reformado-flat-com-2943599715.html,900,650.000,
THAIS IMOBILIÁRIA VENDAS,168,265,2022-07-01,Asa Sul,3,Brasília,2966461695,,,,Quadra SQS 216 Bloco K 0,1,,3,1,/propriedades/sqs-216-apartamento-com-varanda-e-predio-com-2966461695.html,154,1.940.000,
MALBECK (Felipe),124,124,2022-05-05,Asa Sul,3,Brasília,2964360815,,,,SQS 214,,20,3,1,/propriedades/sqs-214-3-quartos-124-m-sup2--vazado-original-2964360815.html,,1.099.000,
Ferola Filial Noroeste 2,42,42,2022-06-20,Asa Sul,1,Brasília,2956642009,CJ 11476,,,SCS Quadra 01 Bloco M Lote 30 7 ANDAR,1,10,1,1,/propriedades/1-apartamento-1-quarto-no-apart-hotel-leds-2956642009.html,628,300.000,
Daltro Corretor de Imoveis,78,78,2022-06-30,Asa Sul,2,Brasília,2964267856,18584-DF,,,SQS 412,,14,3,1,/propriedades/sqs-412-3-qtos-reformado-com-escritorio-2964267856.html,,750.000,
Fulvio Freire Escritório Imobiliário,92,92,2022-06-22,Asa Sul,,Brasília,2962157921,25717,,,QUADRA SQS 402,,,3,1,/propriedades/aparamento-com-3-quartos-92-m-sup2--dce-aceita-2962157921.html,459,830.000,
THAIS IMOBILIÁRIA VENDAS,125,130,2022-07-01,Asa Sul,3,Brasília,2965638547,,,,Quadra SHIGS 714 Bloco M 0,,,3,1,/propriedades/apartamento-reformado-shigs-714-asa-sul-2965638547.html,550,1.196.000,
Ferola Filial Noroeste 2,92,92,2022-06-20,Asa Sul,2,Brasília,2961633575,CJ 11476,,,402 ASA SUL 3 ANDAR,,4,3,,/propriedades/apartamento-3-quartos-92-m-sup2--402-asa-sul-2961633575.html,459,800.000,
GM IMOVEIS,149,902,2021-10-21,Asa Sul,2,Brasília,2956078720,23202,,,Asa Sul,,20,3,1,/propriedades/apartamento-a-venda-3-quartos-asa-sul-aceita-2956078720.html,1180,1.160.000,
Ferola Filial Noroeste 2,29,29,2022-06-20,Asa Sul,1,Brasília,2957584877,CJ 11476,,,SGAS 910 ASA SUL SEGUNDO ANDAR,,9,1,,/propriedades/apartamento-1-quarto-asa-sul-sgas-910-2957584877.html,372,190.000,
Joel JR,43,43,2022-04-06,Asa Sul,1,Brasília,2961811768,Creci 25937/DF,,,SQS 411,,10,2,1,/propriedades/apto-lindo-e-pronto-para-morar-2961811768.html,700,510.000,
Ferola Filial Águas Claras 15,42,42,2022-06-23,Asa Sul,1,Brasília,2962256491,CJ 11476,,,SCRS TRECHO 4 CONJUNTO 3A,1,8,1,,/propriedades/lake-view-resort-beira-lago-vista-para-lateral-do-2962256491.html,815,545.000,
Ferola Filial Noroeste 5,64,75,2022-06-20,Asa Sul,1,Brasília,2942152294,CJ 11476,,,SQS 405,,20,3,,/propriedades/sqs-405-reformado-vista-livre-992087852-jacque-2942152294.html,300,499.000,
Moni Netimóveis,48,48,2022-05-18,Asa Sul,1,Brasília,2956497511,17097,,,SCES Trecho 04 - Brisas do Lago - 1º Andar,1,,1,1,/propriedades/sces-trecho-04-brisas-do-lago-1-andar-2956497511.html,900,670.000,
Aline Bertini,178,255,2022-04-11,Asa Sul,4,Brasília,2961629377,Creci 25937/DF,,,SQS 213,1,40,4,1,/propriedades/apartamento-178-m-sup2--4-quartos-1-vaga-2961629377.html,1030,1.750.000,
GILSON LIMA,54,54,2022-06-01,Asa Sul,1,Brasília,2965853553,12604,,,SQS 408 BLOCO I Asa Sul,,35,2,,/propriedades/qs-408-predio-jk-54-m-sup2--2-quartos-2965853553.html,520,475.000,
AJ MENDES IMOBILIARIA E CONSTRUTORA ,178,178,2022-06-20,Asa Sul,2,Brasília,2966419784,25940,,,ASA SUL  BRASÍLIA,,30,3,,/propriedades/excelente-apartamento-3-quartos-bem-localizado-2966419784.html,,1.590.000,
COEMI IMÓVEIS.,60,60,2022-07-02,Asa Sul,1,Brasília,2959124725,3545,,,Trecho SCES Trecho 4 100,,22,1,1,/propriedades/brisas-do-lago-apartamento-a-venda-mobiliado-1-2959124725.html,0,850.000,
YANI NETIMÓVEIS,42,42,2022-06-22,Asa Sul,1,Brasília,2965708687,19568,,,Condomínio Brisas do Lago,,,1,1,/propriedades/condominio-brisas-do-lago-2965708687.html,800,650.000,
RBM Imobiliária,26,26,2022-07-02,Asa Sul,1,Brasília,2965761409,16892,,,Quadra SGAS 910 0,,20,1,,/propriedades/kitnet-na-asa-sul-910-2965761409.html,260,310.000,
Ferola Sede Asa Sul 10,35,35,2022-06-20,Asa Sul,1,Brasília,2964374397,CJ 11476,,,SEPS 713/913 Bloco B,1,20,1,,/propriedades/kit-asa-sul-garagem-vista-livre-99609-1012-edificio-2964374397.html,380,365.000,
COEMI IMÓVEIS.,56,56,2022-07-02,Asa Sul,1,Brasília,2965830856,3545,,,Quadra SQS 212 2,,22,1,,/propriedades/sqs-212-apartamento-de-1-quarto-a-venda-asa-sul-2965830856.html,0,520.000,
Ferola Filial Águas Claras 15,64,64,2022-06-20,Asa Sul,1,Brasília,2963183543,CJ 11476,,,SQS 415 BLOCO J,,18,2,,/propriedades/2-quartos-vazado-vista-livre-reformado-sqs-415-2963183543.html,550,590.000,
Ferola Sede Asa Sul 2,104,104,2022-06-28,Asa Sul,3,Brasília,2965941756,CJ 11476,,,SQS 402,,30,3,1,/propriedades/apartamento-reformado-vazado-03-qtos-vista-livre-2965941756.html,970,1.270.000,
ALLADYNO IMÓVEIS,100,100,2022-06-28,Asa Sul,2,Brasília,2963349284,26288,,,SQS 106 4º ANDAR,,1,2,,/propriedades/apartamento-sqs-106-para-venda-2963349284.html,700,970.000,
Alexandre Barbosa Corretor Imóveis,37,37,2022-06-23,Asa Sul,1,Brasília,2964920833,21150,,,SQS 408  APTO 01 QUARTO  37 M² ,,40,1,,/propriedades/01-quarto-sqs-408-2964920833.html,500,420.000,
COEMI IMÓVEIS.,44,73,2022-07-02,Asa Sul,1,Brasília,2964215954,3545,,,Rua SHS Quadra 6 Blocos A ao F Lote 1 0,,22,1,,/propriedades/shs-quadra-6-flat-todo-mobiliado-no-padrao-pool-2964215954.html,1875,352.000,
Meu Imóvel,88,88,2022-07-02,Asa Sul,2,Brasília,2966698675,25698,,,QUADRA SQS 203 Bloco E,,10,2,1,/propriedades/sqs-203-asa-sul-apartamento-2-quartos-1-suite-88-2966698675.html,610,965.000,
THAIS IMOBILIÁRIA VENDAS,57,57,2022-07-01,Asa Sul,1,Brasília,2966591226,,,,Quadra SQS 410 Bloco J 0,,,2,,/propriedades/apartamento-com-2-dormitorios-a-venda-57-m-sup2--por-2966591226.html,380,610.000,
RBM Imobiliária,42,42,2022-07-02,Asa Sul,1,Brasília,2965261823,16892,,,Trecho SCES Trecho 4 0,,22,1,,/propriedades/flat-no-lake-view-resort-42-m-sup2--f-2965261823.html,,590.000,
ADRIANO MD,64,64,2022-06-30,Asa Sul,1,Brasília,2965650082,Creci 25937/DF,,,SQS 415 ASA SUL,,18,2,,/propriedades/sqs-415-2965650082.html,550,590.000,
MALBECK (Felipe),101,101,2022-05-21,Asa Sul,3,Brasília,2964586353,,,,SQS 312,1,12,3,1,/propriedades/sqs-312-3-quartos-101-m-sup2--reformado-9-8484-2964586353.html,980,1.590.000,
Ferola Filial Noroeste 5,107,107,2022-06-20,Asa Sul,2,Brasília,2951825307,CJ 11476,,,SQS 315,1,40,3,,/propriedades/sqs-315-reformado-nascente-vazado-vista-dce-2951825307.html,950,1.000.000,
Ferola Filial Noroeste 2,213,290,2022-06-29,Asa Sul,5,Brasília,2966692058,CJ 11476,,,SQS 216,2,18,4,2,/propriedades/apartamento-lindo-4-quartos-2-suites-2-vagas-2966692058.html,2230,2.690.000,
THAIS IMOBILIÁRIA VENDAS,42,119,2022-07-01,Asa Sul,1,Brasília,2964400309,,,,Trecho SCES Trecho 4 3,1,,1,,/propriedades/lake-view-2964400309.html,815,575.000,
Joel CL,100,100,2022-06-14,Asa Sul,2,Brasília,2959978897,Creci 25937/DF,,,SQS 210 Asa Sul 5 andar,1,40,3,1,/propriedades/3-quartos-na-sqs-210-asa-sul-2959978897.html,,1.250.000,
Multimob Soluções Imobiliárias,41,41,2022-06-23,Asa Sul,1,Brasília,2963433143, CJ 25861,,,SHS Quadra 6 Conjunto A Bloco A Brasil 21,,4,1,,/propriedades/residencial-brasil-21-apartamento-1-quarto-2963433143.html,936,370.000,
YANI NETIMÓVEIS,44,44,2022-06-22,Asa Sul,2,Brasília,2956203355,19568,,,ED. ANNYA,,20,2,1,/propriedades/ed.-annya-2956203355.html,300,460.000,
Elaine - 1ML | 1 Million Listings - Imóveis ⋄ Interiores ⋄ SMART Home,154,154,2022-06-30,Asa Sul,3,Brasília,2966453394,,,,"SQS 306, 0, 0 3 Quartos Vazado Reforma de Arquiteto Suíte",,19,2,1,/propriedades/sqs-306-style-.mt-8-border:-8px-solid-2966453394.html,1200,1.870.000,
Jose Otavio Castro Morais ,75,75,2022-04-06,Asa Sul,2,Brasília,2962437684,Creci 25937/DF,,,SQS 312,,20,2,,/propriedades/2-quartos-asa-sul-apartamento-reformado-2962437684.html,645,940.000,
Bordalo Imob,179,179,2022-07-02,Asa Sul,3,Brasília,2956446650,23764,,,Quadra SQS 306,,,3,1,/propriedades/asa-sul-sqs-306-apartamento-vazado-com-179-m-sup2--3-2956446650.html,,1.997.000,
COEMI IMÓVEIS.,67,67,2022-07-02,Asa Sul,1,Brasília,2965022483,3545,,,Rua Sqs 412 0,,22,3,,/propriedades/sqs-412-apartamento-reformado-a-venda-3-quartos-2965022483.html,400,695.000,
Aline Bertini,89,89,2022-05-26,Asa Sul,2,Brasília,2957224198,Creci 25937/DF,,,SQS 413,,35,3,,/propriedades/sqs-413-89-m-sup2--reformado-2957224198.html,440,760.000,
JULIANO ,43,43,2021-12-01,Asa Sul,1,Brasília,2956031318,23020CJ,,,Setor SMAS Trecho 3 Lote 3 | THE UNION | 1QTO REFORMADO - 98243 8383,,1,1,,/propriedades/the-union-1qto-reformado-98243-8383-2956031318.html,470,450.000,
ADRIANO MD,125,125,2022-06-30,Asa Sul,2,Brasília,2966304370,Creci 25937/DF,,,SHIGS 714,,29,3,1,/propriedades/shigs-714-2966304370.html,550,1.199.000,
Ferola Filial Noroeste 2,78,78,2022-06-22,Asa Sul,2,Brasília,2966418147,CJ 11476,,,SQS 416,,12,3,,/propriedades/apartamento-3-quartos-lindo-vazado-78-m-sup2-2966418147.html,520,735.000,
ADRIANO MD,50,50,2022-06-30,Asa Sul,1,Brasília,2966295570,Creci 25937/DF,,,SQS 413 ASA SUL,,30,2,,/propriedades/sqs-413-2966295570.html,350,435.000,
COEMI IMÓVEIS.,44,44,2022-07-02,Asa Sul,2,Brasília,2966460105,3545,,,Quadra SQS 411 0,,22,2,,/propriedades/sqs-411-apartamento-de-2-quartos-a-venda-vazado-2966460105.html,480,500.000,
JULIANO ,60,60,2022-06-28,Asa Sul,1,Brasília,2966645916,23020CJ,,,SQS 410 | 2QTOS REFORMADO - 98243 8383,,1,2,,/propriedades/sqs-410-2qtos-reformado-98243-8383-2966645916.html,,610.000,
Essencial Imob,60,70,2022-06-30,Asa Sul,1,Brasília,2964448065,11277,,,SHS Quadra 6 Conjunto A,,,1,1,/propriedades/linda-vista-para-o-parque-2964448065.html,2500,700.000,
YANI NETIMÓVEIS,67,67,2022-06-22,Asa Sul,1,Brasília,2947689058,19568,,,"Excelente Apto 409 Asa Sul,Reformado, andar alto, vazado, 2 quartos com 1 DCE no Subsolo.",,25,2,,/propriedades/excelente-apto-409-asa-sul-reformado-andar-alto-2947689058.html,370,570.000,
